xmin,ymin,xmax,ymax,zloc
470,144,507,188,28
541,170,569,192,47
600,159,618,182,72
767,178,1048,374,7
0,189,201,374,6
0,178,305,320,9
41,161,315,295,11
146,184,358,264,14
269,184,444,251,16
318,181,474,243,19
346,177,467,236,21
349,173,494,227,23
402,177,503,217,28
439,168,527,209,38
573,176,581,197,57
674,183,739,235,21
725,171,842,219,26
682,173,753,204,41
632,179,657,199,55
545,172,718,338,8
631,133,804,198,42
243,180,342,229,25
378,179,430,209,40
771,126,1044,204,33
893,154,1070,271,12
638,175,714,235,19
713,171,747,203,35
821,162,861,202,34
589,162,633,203,56
226,190,323,230,30
436,182,470,204,64
586,174,617,203,40
863,185,1241,374,4
786,163,813,239,16
679,175,773,243,18
659,175,718,226,23
640,170,672,202,41
274,189,379,246,19
343,182,424,230,25
406,179,463,215,33
898,135,976,353,6
0,169,86,300,9
69,161,134,312,8
401,163,444,240,18
144,186,196,245,16
171,185,231,240,17
191,172,214,245,16
904,147,971,315,8
842,198,884,291,9
862,197,908,291,9
601,169,643,213,30
430,176,500,200,44
299,176,527,335,9
903,183,1241,374,6
50,194,326,333,9
903,176,1103,294,11
412,187,544,283,13
568,178,616,215,30
854,165,867,206,30
0,226,273,374,3
441,178,525,249,19
514,187,558,226,30
553,175,596,202,44
948,167,1241,324,9
958,155,1003,268,11
889,147,1048,257,15
0,155,43,236,23
0,158,122,226,28
48,172,171,221,32
447,156,520,197,53
57,191,312,279,13
311,174,448,230,25
453,181,518,207,44
228,189,315,250,18
839,162,871,215,25
803,169,826,209,30
783,170,801,204,35
418,172,456,212,38
515,177,575,277,13
596,186,744,278,13
153,199,301,290,15
538,182,624,245,20
278,190,340,238,25
491,188,540,223,30
725,149,857,197,23
50,163,357,320,8
407,152,503,213,18
448,136,528,197,23
496,146,541,181,31
427,182,500,239,20
51,177,156,222,29
154,181,231,213,36
228,181,288,210,41
524,179,557,204,43
557,177,573,191,79
577,176,626,225,26
0,181,45,226,23
957,187,998,243,22
402,178,443,275,12
90,163,268,374,4
148,162,220,374,5
858,150,916,300,9
908,157,974,299,9
329,170,395,324,8
219,193,443,319,10
424,173,507,241,18
666,181,761,248,18
488,175,543,217,27
653,183,707,222,27
524,177,559,205,38
216,167,245,231,21
895,192,972,276,11
1060,173,1241,309,8
323,183,475,281,12
726,180,864,277,12
401,155,508,248,18
687,178,793,247,17
686,176,742,223,23
191,146,400,221,26
610,165,638,196,48
761,149,883,196,43
0,206,322,374,4
335,176,474,276,12
688,182,835,281,13
456,176,528,229,22
663,185,732,234,22
644,181,687,215,32
510,178,551,211,33
613,174,667,226,24
450,182,527,234,22
398,183,472,225,26
567,154,625,330,7
543,174,680,219,26
796,161,992,232,18
288,185,500,335,9
444,163,559,271,14
521,173,599,244,21
609,184,659,217,36
574,175,615,214,32
1048,134,1241,334,7
493,147,550,206,52
304,191,371,225,35
401,184,439,206,52
326,154,367,240,15
666,156,817,227,20
602,157,652,202,52
272,182,354,225,33
0,184,174,374,6
747,190,963,331,9
667,131,776,241,20
275,176,421,239,19
320,173,472,232,21
343,177,486,226,24
457,179,542,209,39
442,154,549,206,41
642,180,680,209,37
582,173,601,188,61
559,172,576,186,74
0,230,343,374,6
295,182,461,297,12
483,137,559,216,33
616,176,660,216,28
230,171,341,205,37
195,159,263,198,57
724,169,794,195,43
863,162,874,189,51
795,159,835,188,56
823,163,863,186,57
136,197,441,370,8
767,178,816,278,12
577,181,636,217,31
603,173,657,211,35
830,147,953,201,37
756,178,787,203,43
795,163,877,319,9
346,175,468,217,27
561,171,629,234,20
132,0,532,334,15
500,179,548,212,30
581,177,642,236,21
902,0,1241,348,6
749,68,988,246,22
722,121,808,210,34
706,135,766,201,45
491,173,544,216,30
535,176,563,198,50
370,177,400,195,64
390,176,418,193,70
555,172,575,191,69
585,172,622,209,34
617,177,654,202,44
233,189,394,250,18
479,178,563,219,28
129,179,286,239,23
439,170,503,207,40
587,174,638,203,39
686,172,711,189,61
445,175,524,236,22
236,181,291,209,42
520,179,555,206,41
350,179,383,198,60
373,178,405,196,65
548,176,571,197,60
586,176,623,213,34
543,183,590,221,28
0,207,429,374,4
20,184,283,324,10
391,203,467,266,15
294,187,435,241,20
357,181,462,232,23
410,184,501,219,30
445,184,513,215,33
458,172,529,207,41
674,186,792,274,14
666,189,737,248,18
640,184,704,233,23
615,132,681,218,33
203,186,287,223,31
560,180,595,211,37
587,171,614,198,46
407,176,524,269,14
192,185,291,237,24
670,160,726,222,20
676,167,692,219,22
412,171,422,225,21
0,184,242,374,6
0,184,257,314,8
256,179,417,240,18
296,159,465,232,20
736,176,841,220,25
624,175,666,204,37
403,176,499,209,32
510,189,561,228,29
571,170,590,190,75
589,178,632,219,30
898,156,983,274,12
425,188,457,208,58
958,120,1077,373,4
1028,106,1115,337,6
320,209,418,317,8
96,253,277,373,4
507,161,538,258,13
475,164,511,256,13
589,160,617,233,17
641,161,666,232,17
551,167,582,192,48
478,162,497,233,18
678,162,696,225,19
561,178,621,233,23
0,200,372,375,4
47,184,275,290,12
334,178,492,290,12
330,178,417,232,24
482,179,546,229,25
289,184,359,220,31
511,182,550,211,38
532,181,559,202,51
254,187,415,234,22
908,146,1044,190,26
638,169,667,197,45
582,168,610,196,47
567,171,581,199,46
450,175,465,205,44
601,182,681,258,16
736,175,881,246,17
694,180,777,222,28
670,182,743,212,35
0,206,127,298,12
423,186,488,226,30
524,182,560,208,47
311,191,397,233,28
371,182,430,222,34
438,183,484,210,45
502,185,544,204,58
175,187,268,230,27
166,186,262,217,37
593,170,622,189,55
536,169,571,199,37
142,172,316,236,20
328,169,397,203,38
461,165,535,195,50
307,178,451,227,23
645,169,726,235,20
429,184,520,251,16
0,188,220,344,7
884,170,921,261,14
555,177,608,226,25
418,177,519,252,18
351,182,423,224,27
484,180,534,217,31
519,181,552,205,43
540,167,561,194,76
317,180,378,213,35
0,191,34,267,12
305,180,430,255,15
875,185,1241,374,5
749,177,953,296,11
722,176,828,249,16
687,148,760,185,72
300,171,336,271,12
128,167,341,267,15
620,133,906,208,31
559,178,587,197,56
512,178,545,198,57
577,176,600,194,62
534,179,562,196,63
602,176,630,204,46
0,206,120,305,11
95,187,235,254,20
437,183,474,205,50
723,142,804,311,8
0,123,149,287,10
713,167,730,181,73
0,97,165,244,18
0,203,309,374,5
484,186,570,238,21
716,178,743,243,18
816,151,906,192,50
718,169,754,256,15
0,167,146,374,2
434,188,531,258,18
596,204,622,234,68
17,198,138,244,26
0,196,70,243,26
765,151,1057,254,13
1114,146,1241,187,27
1076,149,1210,188,29
1037,149,1168,187,32
400,181,475,237,22
772,151,892,196,31
912,152,971,185,41
1015,142,1084,181,41
948,154,1013,184,41
435,183,500,225,29
641,174,682,203,41
592,178,621,201,52
0,200,303,369,3
991,147,1029,216,18
1105,138,1144,240,12
1131,144,1180,246,11
603,108,739,209,22
410,161,469,212,24
438,161,481,192,33
484,151,513,168,69
805,84,1118,225,18
0,193,96,308,10
428,183,481,227,26
459,183,496,211,34
17,184,368,374,7
658,165,696,201,34
486,174,536,205,35
706,173,759,198,50
784,150,857,175,45
624,158,629,177,66
844,184,1241,374,5
0,189,38,254,16
829,148,983,286,11
568,161,616,211,30
824,129,1037,209,25
393,177,457,215,30
310,163,388,216,30
501,168,537,198,37
708,167,774,204,31
637,148,670,184,59
755,166,823,205,32
1093,130,1241,192,32
595,136,628,185,56
223,192,342,220,30
167,179,264,219,30
63,183,151,220,30
118,183,193,217,30
90,168,138,204,41
119,65,476,373,8
710,180,840,274,13
634,168,674,207,38
552,179,575,198,62
1093,130,1237,373,4
470,173,581,262,14
776,153,819,254,12
624,123,711,220,22
578,139,636,209,42
230,193,313,233,32
340,183,389,213,50
397,183,436,212,37
347,179,414,228,23
417,179,450,198,58
0,187,202,288,11
321,181,399,232,23
359,178,428,218,28
405,182,454,211,34
425,177,479,203,41
652,174,678,194,51
550,172,587,200,39
613,170,639,193,50
582,171,614,191,52
503,171,567,206,32
0,181,83,249,18
328,169,397,203,38
0,190,227,374,1
259,181,507,352,8
466,177,479,206,46
243,184,415,287,12
337,170,465,260,16
429,182,494,228,24
460,175,509,213,33
383,139,525,241,20
651,170,695,228,23
1089,160,1132,259,12
860,179,921,238,16
315,180,414,213,32
569,181,640,248,18
0,211,80,288,13
65,205,201,255,23
182,200,265,233,35
0,193,299,374,3
707,173,858,299,10
585,168,601,217,27
686,184,777,258,15
514,176,566,212,30
632,173,660,197,47
177,166,403,241,16
0,172,48,254,18
456,179,483,195,73
473,182,541,232,22
518,179,565,216,31
509,176,699,264,13
567,178,624,232,23
0,213,234,374,8
809,172,841,189,63
827,166,862,189,58
1031,132,1241,374,4
836,121,1124,233,18
227,185,336,241,21
103,167,240,244,21
403,173,454,212,28
669,169,758,219,24
539,165,575,197,40
580,149,617,190,51
730,165,822,217,25
1129,131,1241,206,26
531,135,570,193,48
0,205,168,251,21
0,191,61,245,21
0,175,211,374,3
857,139,1241,374,4
500,173,640,259,15
808,179,992,321,9
805,168,926,263,13
1129,139,1241,210,20
1035,132,1196,210,20
937,143,1073,213,21
604,169,664,209,29
777,166,820,201,34
652,166,694,196,40
743,139,788,182,64
0,193,184,374,1
117,180,523,374,6
892,204,1241,374,5
498,175,636,271,13
800,174,872,237,19
803,181,858,226,24
595,181,676,248,16
829,174,924,244,17
672,156,736,220,26
484,167,505,237,19
375,170,427,203,39
438,173,530,216,28
467,179,553,210,34
499,175,563,202,42
529,174,576,193,55
580,178,624,218,29
354,171,405,195,47
586,162,620,199,62
272,188,333,220,39
579,180,635,226,23
0,182,197,374,5
106,155,381,341,8
311,182,480,257,15
420,177,516,217,26
460,175,541,210,32
724,115,972,303,12
708,183,810,249,18
660,180,701,209,36
638,164,669,197,57
589,173,625,205,35
0,176,52,241,15
112,143,296,254,16
46,167,183,227,22
140,189,470,373,7
438,179,531,246,16
584,170,637,218,25
540,167,582,204,32
0,204,431,374,4
523,179,598,232,21
892,163,910,212,26
0,189,324,374,4
517,181,543,206,51
0,183,139,334,8
0,185,238,292,11
66,169,306,267,14
539,181,600,227,28
342,174,413,205,46
485,182,509,198,64
12,0,431,374,8
622,174,726,267,12
600,166,636,260,13
406,172,523,266,15
896,186,1241,374,2
507,170,556,306,10
749,196,990,366,7
641,177,675,205,40
565,169,595,193,58
0,162,249,304,9
0,148,368,374,5
311,182,495,331,11
417,220,523,272,16
524,194,596,241,26
575,192,628,230,33
622,188,669,219,38
786,179,823,200,63
0,203,352,374,6
427,186,500,240,20
470,158,534,224,29
533,182,587,226,24
950,144,1085,298,9
522,181,551,205,44
800,159,834,229,19
829,165,850,217,23
846,185,868,216,24
739,170,751,204,35
0,235,200,374,2
658,180,721,229,24
183,199,417,338,9
833,167,1053,231,17
395,205,451,235,25
420,183,481,227,29
299,193,411,259,18
758,165,886,211,27
473,184,513,214,40
1117,136,1241,193,27
598,174,620,187,81
717,173,736,188,70
484,181,568,241,19
582,175,621,206,36
825,166,839,203,33
648,171,686,210,30
548,176,598,207,35
668,182,778,253,16
855,155,1241,374,5
585,176,602,189,71
465,178,503,204,44
189,202,459,374,8
485,180,551,238,23
498,184,568,226,27
549,168,614,190,55
755,178,859,251,16
804,170,908,231,20
734,165,846,207,32
1024,164,1139,212,24
956,165,1050,196,34
404,172,512,244,16
924,140,1000,204,19
855,145,914,199,24
538,161,562,216,23
704,158,744,194,34
407,162,428,223,21
822,155,848,194,31
241,176,261,224,25
234,179,257,225,25
290,170,360,231,20
325,173,346,221,24
316,170,342,228,22
408,161,425,220,23
40,190,287,277,13
142,185,353,257,16
459,179,520,204,46
827,163,858,214,26
793,169,813,206,31
774,172,791,204,37
570,180,603,209,41
0,201,305,375,7
177,185,326,262,16
291,184,391,238,22
369,132,495,250,19
477,184,525,219,31
70,183,230,253,18
362,194,401,227,39
0,200,416,374,6
69,171,89,211,29
100,169,122,207,32
216,167,242,212,29
595,167,607,200,40
543,158,591,196,44
577,167,627,195,46
792,166,838,188,51
832,163,884,187,52
0,185,167,374,4
319,164,456,245,14
386,149,488,223,19
453,163,509,203,27
594,185,658,237,20
1052,80,1241,374,2
0,161,123,374,4
43,187,344,357,7
191,186,445,300,10
386,177,516,243,18
410,177,517,230,22
478,177,563,211,31
762,191,922,283,13
715,173,809,240,20
699,177,721,231,21
677,172,722,207,37
604,176,642,211,34
795,163,893,202,49
604,156,683,303,8
956,141,1029,314,7
307,185,444,224,26
0,198,162,374,6
457,182,509,218,30
681,169,701,212,29
530,176,597,199,48
638,174,709,195,52
547,177,580,203,44
148,186,289,244,21
563,170,590,189,58
569,169,616,201,36
421,172,532,215,27
329,170,397,204,38
246,203,442,344,10
390,195,494,273,16
474,186,553,238,23
768,187,843,308,8
393,182,441,210,41
444,155,520,350,6
0,221,69,374,5
758,175,1031,339,8
59,200,318,320,10
323,179,435,253,19
542,178,575,200,47
396,178,471,228,25
461,182,508,212,36
637,173,661,193,58
696,168,767,189,50
587,175,673,256,15
839,125,1131,346,8
726,170,891,249,15
676,170,760,205,33
661,172,716,198,44
652,173,704,194,50
0,177,186,275,14
167,180,300,243,20
294,186,377,225,27
422,178,470,204,44
449,173,485,200,50
484,175,518,194,60
1148,184,1241,227,23
90,181,191,231,22
915,145,1007,320,8
670,170,757,334,7
608,189,699,373,5
275,163,602,296,11
1103,152,1182,299,8
333,191,506,294,12
748,176,786,261,14
599,178,652,209,35
829,146,941,195,41
764,174,792,198,46
769,165,825,291,11
586,174,609,195,58
615,161,647,191,76
170,163,251,224,34
238,187,314,224,32
270,177,332,213,45
650,173,694,209,33
614,179,640,199,51
573,180,601,194,73
0,175,355,374,5
122,180,203,217,32
459,178,525,224,25
300,176,342,199,50
331,175,373,197,55
553,176,574,192,67
525,172,558,203,43
584,174,622,211,34
53,0,455,374,7
521,179,558,210,40
313,184,353,206,52
546,180,569,199,59
63,163,328,331,10
760,167,785,232,20
0,195,279,359,9
920,188,1241,374,3
762,183,1032,353,8
232,193,379,283,14
790,153,816,232,18
816,149,842,229,17
719,183,844,267,13
335,178,433,216,38
588,172,611,194,57
618,159,650,189,76
228,162,295,215,39
0,188,139,259,18
307,174,359,207,50
654,179,704,217,27
723,179,859,267,14
710,175,755,202,40
805,68,1073,259,17
770,163,1048,273,12
0,178,120,252,16
153,196,188,225,40
222,187,387,283,14
773,178,1072,359,7
716,175,860,272,13
343,186,437,249,18
761,155,783,219,22
783,154,803,219,22
699,177,782,237,18
0,161,109,374,3
1012,176,1241,374,6
435,183,603,278,13
901,153,919,212,24
859,176,958,245,17
847,176,920,227,22
611,172,681,221,24
647,171,697,209,30
829,172,883,213,29
0,201,303,369,3
991,147,1029,217,18
431,173,465,202,40
409,174,441,192,64
731,182,757,243,18
1112,220,1241,350,7
444,165,527,198,45
215,180,409,244,17
654,170,778,262,15
333,189,486,296,11
598,166,629,194,65
632,174,661,198,48
676,170,747,227,23
735,183,858,265,14
678,139,739,199,46
903,181,1109,269,14
815,175,884,203,40
394,188,511,265,16
498,184,561,228,27
0,177,90,227,23
177,189,430,327,9
591,173,630,212,32
0,213,176,374,4
365,172,391,239,21
821,146,911,176,37
541,165,569,187,51
592,164,615,187,56
608,163,619,185,57
469,168,479,193,56
302,198,403,257,20
479,187,535,227,29
14,200,101,283,16
425,188,520,255,18
272,188,312,241,22
987,123,1053,302,8
1070,119,1136,301,8
999,196,1241,374,2
0,205,123,244,26
0,212,62,270,18
709,110,903,190,40
944,163,1095,208,27
188,181,337,236,26
517,162,739,372,7
377,185,417,205,52
334,187,373,208,52
424,181,463,201,53
947,174,1085,218,27
740,169,828,206,35
1034,157,1208,223,21
508,197,557,239,29
657,203,681,229,47
699,158,792,310,8
569,179,620,219,26
373,191,522,294,11
454,183,550,256,16
338,173,470,229,22
927,221,1241,374,2
695,35,977,305,13
977,164,1075,350,7
646,182,701,226,26
632,181,671,211,35
617,145,664,206,45
223,178,304,212,32
567,178,601,209,37
370,137,422,299,9
629,148,681,204,43
201,191,290,234,27
388,182,431,206,50
1038,168,1241,287,9
642,172,674,200,44
554,177,585,203,41
356,174,499,227,23
266,164,456,245,17
665,181,720,220,26
5,179,356,298,10
574,176,623,213,29
486,170,534,202,34
502,166,543,201,38
583,175,697,284,12
813,171,1060,315,9
692,170,792,215,27
673,173,736,203,38
657,173,716,197,44
0,181,186,275,14
389,180,447,209,37
426,173,468,204,44
471,175,509,196,54
518,175,554,191,67
290,177,354,208,36
0,184,46,248,16
0,187,142,348,7
0,165,273,298,10
585,174,659,229,24
378,170,454,203,43
532,176,557,194,60
674,144,750,302,8
98,158,175,317,8
0,189,274,347,8
827,184,1241,374,5
675,169,692,207,31
544,173,607,195,51
341,179,418,205,41
649,172,716,193,55
0,205,260,374,3
517,179,558,213,34
266,176,318,207,46
556,161,584,197,71
588,178,628,218,31
918,174,1223,274,12
0,225,172,374,3
531,132,626,200,31
388,172,435,208,32
0,158,181,320,11
226,182,356,253,19
369,183,444,223,29
710,152,745,186,82
431,175,484,213,35
465,182,504,209,41
481,177,523,206,45
553,153,620,317,7
0,58,173,374,4
676,158,705,240,16
251,178,319,326,8
0,179,117,250,15
586,178,612,204,48
0,124,242,248,18
822,138,896,292,9
472,181,501,203,57
444,178,473,202,65
706,176,929,251,15
648,177,728,207,37
590,177,617,203,46
453,176,487,201,56
551,178,573,200,56
270,68,489,281,14
617,175,694,245,16
597,165,625,239,16
554,162,576,180,62
624,161,632,179,68
593,177,672,239,20
310,182,366,215,35
391,182,444,215,34
909,152,967,295,8
581,144,637,212,42
10,195,167,263,24
570,174,616,216,29
0,168,115,314,8
76,117,360,346,8
265,126,458,282,13
448,171,513,220,28
494,178,532,205,40
516,160,551,197,52
536,177,556,196,65
539,177,575,206,41
890,221,973,284,11
874,173,965,262,15
749,175,796,206,35
798,174,830,196,51
487,179,550,228,24
770,156,977,290,12
0,195,332,374,7
512,174,560,207,34
736,178,831,240,18
715,171,783,223,23
705,172,755,212,29
696,171,738,205,34
585,171,608,189,61
987,152,1054,297,8
58,194,358,350,9
967,198,1241,374,4
301,188,446,271,14
797,184,1026,322,9
387,185,491,243,20
729,177,862,262,14
506,179,548,210,35
709,177,792,237,19
699,175,758,222,25
685,175,737,213,30
311,180,401,220,28
700,175,732,203,39
820,169,864,185,69
575,172,583,194,56
884,167,932,185,68
716,167,731,181,76
0,94,155,246,17
831,197,1241,374,4
700,171,823,270,13
95,176,385,276,12
286,180,427,235,19
357,176,483,225,22
387,177,503,224,24
399,170,492,216,27
399,171,514,214,29
458,162,533,198,44
576,173,582,190,65
657,179,707,218,27
626,174,649,191,61
386,183,483,216,34
686,148,710,205,22
275,133,311,253,11
1063,128,1223,369,3
619,144,664,268,10
674,132,721,262,10
588,138,623,236,13
558,139,595,239,13
677,146,705,229,14
453,140,485,242,12
483,149,510,234,13
509,137,539,231,14
542,154,566,232,14
488,142,541,227,15
0,0,267,369,3
576,177,619,218,29
594,172,628,208,38
1213,210,1241,374,1
696,166,820,267,14
675,178,738,231,22
647,175,680,206,39
670,166,703,195,54
766,174,827,200,43
81,175,142,287,12
400,188,505,252,18
0,206,127,374,6
245,195,379,267,17
630,177,666,208,38
472,185,528,225,28
727,165,842,201,31
721,157,820,199,34
933,143,1038,181,41
924,190,979,231,28
0,173,409,374,4
369,180,521,293,12
0,222,211,374,1
218,102,500,346,10
817,165,1241,374,5
0,217,154,374,5
671,165,902,259,14
458,159,559,244,21
85,195,324,326,10
644,177,689,216,31
630,174,670,210,36
584,172,590,194,63
590,173,596,194,64
545,174,563,193,73
1036,143,1087,293,8
690,162,780,237,19
0,224,280,374,4
626,171,683,213,33
326,202,402,250,28
242,203,341,259,21
942,165,1148,230,17
857,166,1035,219,20
672,164,708,192,43
0,191,47,322,8
162,190,319,261,17
696,153,735,188,80
310,177,402,235,24
408,178,469,218,34
467,182,509,208,44
490,181,526,204,49
577,177,659,256,16
807,156,859,234,17
369,84,537,249,22
0,0,476,374,8
0,198,130,374,7
0,201,260,331,9
821,176,1005,251,15
641,185,699,224,27
217,194,394,265,16
255,191,417,253,18
333,191,470,238,23
621,186,662,216,37
570,177,620,225,25
791,168,825,188,68
824,163,872,189,56
869,154,943,193,46
562,187,698,274,15
791,181,850,227,25
734,185,837,259,16
652,186,750,245,20
787,179,821,207,39
571,175,616,216,30
0,199,84,375,3
218,132,411,299,10
329,135,478,261,15
200,189,319,249,18
461,171,519,216,30
500,179,535,205,43
520,161,552,196,55
0,188,112,270,14
608,174,678,215,27
365,172,476,242,16
480,172,541,213,27
501,165,554,208,31
528,171,562,198,40
667,181,729,237,22
71,0,77,375,0
0,209,80,307,11
118,192,318,303,12
311,191,402,247,20
396,129,481,221,37
86,205,229,276,17
753,185,789,206,49
681,95,916,275,17
243,189,323,225,35
0,205,194,345,9
448,185,510,210,44
0,172,129,374,5
0,170,288,336,8
0,174,286,291,10
286,172,445,236,20
312,162,468,232,22
540,177,555,210,35
876,172,1206,294,10
836,182,1064,273,13
794,184,969,255,16
784,179,915,241,18
739,179,892,237,21
716,182,856,228,24
717,172,833,223,26
414,175,515,209,33
439,179,526,209,36
634,179,671,206,39
627,178,650,197,54
612,168,627,185,100
0,173,306,326,9
288,153,409,228,17
959,143,1056,320,7
191,177,224,213,36
272,169,336,204,47
326,175,359,200,52
454,143,534,213,29
509,174,565,203,37
0,227,76,374,5
417,189,477,230,27
653,174,702,211,31
448,187,499,220,33
483,178,522,210,41
32,206,128,240,35
87,204,173,238,35
129,200,221,236,34
189,199,270,235,35
684,179,865,297,10
585,169,693,216,25
771,164,899,220,21
865,163,972,211,24
954,165,1034,204,27
1002,156,1093,200,29
0,201,169,374,2
674,169,713,206,31
599,169,641,195,42
518,164,740,374,7
377,185,417,205,53
124,190,206,225,48
537,124,748,220,26
334,188,374,208,52
424,180,463,200,53
1168,171,1241,215,27
651,179,793,272,12
736,166,850,217,24
903,166,976,201,29
949,157,1033,197,32
603,167,623,224,22
613,164,640,229,20
0,162,105,373,4
173,165,246,340,7
798,151,875,317,8
1015,131,1147,373,5
361,171,400,236,19
520,165,542,231,20
357,150,493,255,16
448,156,525,228,23
585,181,636,230,25
294,193,375,230,28
433,188,469,210,50
449,185,482,206,56
641,177,691,199,52
842,155,1241,374,7
484,188,543,229,29
769,193,920,288,13
731,182,823,250,18
714,185,777,235,24
701,184,752,224,29
573,184,599,204,56
639,144,658,201,22
309,139,343,250,12
420,140,442,203,21
756,141,931,369,4
939,159,1049,369,4
1033,129,1154,369,4
1124,129,1223,369,4
0,0,267,369,3
774,131,1110,362,7
330,135,527,194,48
426,189,484,282,10
381,189,441,281,10
412,189,459,272,11
443,183,480,254,13
271,160,318,284,10
264,159,314,275,11
399,180,453,209,39
728,173,832,262,14
698,174,783,237,18
680,176,735,222,24
667,176,716,214,30
654,176,684,202,41
376,178,414,290,10
340,168,382,285,10
698,170,724,257,14
471,177,501,231,22
0,215,131,374,3
378,180,469,238,19
934,192,1241,374,3
787,181,1024,327,9
724,178,857,262,14
426,177,501,225,24
709,176,791,235,20
587,195,665,262,17
118,193,262,260,19
954,181,1128,300,10
692,164,790,256,19
283,183,365,230,28
384,188,504,248,21
433,193,538,233,27
480,189,554,222,34
516,189,571,211,48
673,191,725,228,29
581,188,624,228,30
310,188,374,217,40
995,162,1241,374,2
829,152,863,248,14
824,158,875,247,15
462,173,518,223,28
646,170,660,207,35
0,206,226,374,6
298,188,323,249,18
553,173,628,241,18
411,186,512,251,17
466,178,533,227,24
497,174,547,216,30
444,177,532,208,36
656,175,702,213,33
534,181,579,217,29
310,176,473,232,20
220,177,433,256,14
100,176,406,282,11
0,173,256,306,9
0,137,235,371,6
708,190,827,267,14
799,206,1241,374,5
533,172,578,207,32
611,167,640,193,44
584,166,607,187,54
1030,194,1207,332,9
700,174,813,258,15
174,173,243,205,37
242,170,298,199,45
295,172,334,194,52
585,171,640,226,23
739,174,749,198,51
562,171,591,188,66
717,173,738,190,60
278,180,374,211,33
657,173,701,195,65
459,178,530,206,40
597,177,650,200,49
946,136,1026,303,8
443,184,493,229,28
433,180,464,258,15
154,163,248,374,5
300,170,336,305,9
749,162,785,263,14
780,165,820,261,14
774,172,793,225,23
68,185,209,243,22
562,172,689,294,11
954,139,1064,276,10
0,0,402,374,4
514,176,567,221,26
554,174,583,200,41
646,171,679,200,42
70,168,164,211,30
218,175,276,203,41
313,190,474,280,14
535,187,589,223,30
633,183,668,203,54
682,176,713,246,19
702,142,854,268,13
675,171,758,233,19
668,172,727,218,24
633,153,659,186,64
949,154,1064,368,6
837,182,919,350,6
803,187,1126,374,6
797,169,868,371,6
764,179,825,229,24
413,187,444,272,14
752,168,789,208,40
621,150,693,189,72
133,189,301,267,17
956,152,1001,216,21
576,171,604,200,44
763,182,939,288,12
580,173,654,200,40
857,170,930,226,21
778,166,851,193,44
950,163,1043,188,42
391,178,456,205,41
242,181,301,206,44
550,175,576,190,71
249,194,422,252,21
487,181,535,200,56
649,175,675,197,48
861,161,903,188,50
894,150,929,189,46
588,179,646,218,28
484,173,539,210,30
502,170,549,209,34
602,177,662,235,21
747,182,875,271,13
993,143,1039,190,34
784,173,811,275,11
1177,158,1241,206,21
1005,105,1241,374,2
699,167,797,244,18
466,180,532,232,23
554,177,604,213,34
681,174,737,210,30
703,183,863,282,12
0,178,234,288,11
50,180,283,278,14
233,183,333,240,19
270,182,403,233,22
425,179,473,213,34
443,179,487,208,39
401,181,414,229,23
395,194,409,228,24
549,170,583,198,38
607,166,640,195,40
159,181,367,288,11
578,165,604,188,50
840,151,897,305,8
571,176,617,213,30
1217,188,1241,374,2
488,170,534,201,35
465,182,532,238,21
529,176,582,209,35
692,180,715,229,20
581,178,598,191,73
381,182,447,222,29
625,172,649,194,55
638,176,668,199,45
635,154,664,186,83
700,175,741,201,43
799,174,865,201,41
731,159,922,227,19
1039,146,1151,180,33
1010,147,1118,179,36
987,150,1095,182,38
463,181,516,223,29
546,177,585,207,41
763,157,862,195,38
888,150,937,179,47
922,154,976,180,47
651,172,686,196,47
663,165,718,196,72
222,192,309,235,28
397,186,436,210,49
342,189,384,212,48
430,172,459,200,74
119,195,242,244,25
923,142,1013,322,7
0,204,250,374,3
254,177,315,204,43
531,178,563,203,44
443,170,521,233,22
588,174,626,212,33
391,180,661,271,12
536,184,564,208,48
441,188,476,212,45
382,191,513,298,12
689,165,827,287,12
477,202,534,241,21
500,187,554,231,26
653,185,727,236,22
629,179,655,200,53
893,113,1241,374,4
692,172,779,241,19
477,183,538,231,25
557,180,604,215,36
677,177,730,212,32
585,175,649,237,20
806,0,1241,312,13
718,123,802,207,37
706,139,755,198,52
83,182,119,258,15
0,217,233,374,4
148,200,419,355,8
869,186,1241,374,3
1056,134,1241,229,16
647,172,702,209,30
591,176,630,199,45
482,174,496,200,45
852,32,1200,374,8
553,166,591,196,39
89,167,191,234,17
55,160,155,221,21
472,162,497,186,52
469,179,533,229,24
211,174,274,210,40
543,157,578,200,60
585,177,625,216,32
245,179,356,227,24
696,173,731,203,37
812,168,857,184,68
568,172,576,195,53
1039,161,1097,183,63
509,156,745,251,12
0,148,84,256,10
123,162,412,369,4
697,166,853,286,12
0,185,212,348,7
0,184,334,309,9
98,185,369,280,12
190,181,392,259,14
273,164,463,242,19
258,176,422,251,17
677,183,770,246,18
318,166,452,232,21
357,174,487,223,26
641,179,681,210,35
602,177,673,234,19
1044,168,1193,210,26
374,177,426,208,39
755,165,807,206,30
652,162,691,204,38
531,167,545,209,32
464,174,491,195,61
583,175,627,215,29
717,175,762,198,48
930,191,1087,295,12
909,181,1018,254,17
628,173,674,202,47
876,179,920,220,29
567,209,599,243,38
691,177,718,201,48
519,182,597,237,22
763,147,914,297,11
737,162,815,253,17
0,148,68,326,7
744,155,765,234,17
317,164,350,232,18
563,152,619,196,43
125,157,188,307,8
